Inhibitor	ID	DMOG_0h	DMOG_4h	DMOG_8h	DMOG_12h	DMOG_16h	DMOG_20h	DMOG_24h	DMOG_28h	DMOG_32h	DMOG_36h	DMOG_40h	DMOG_44h	DMOG_48h	DMOG_Log0h	DMOG_Log4h	DMOG_Log8h	DMOG_Log12h	DMOG_Log16h	DMOG_Log20h	DMOG_Log24h	DMOG_Log28h	DMOG_Log32h	DMOG_Log36h	DMOG_Log40h	DMOG_Log44h	DMOG_Log48h	DMOG_AUC4h	DMOG_AUC8h	DMOG_AUC12h	DMOG_AUC16h	DMOG_AUC20h	DMOG_AUC24h	DMOG_AUC28h	DMOG_AUC32h	DMOG_AUC36h	DMOG_AUC40h	DMOG_AUC44h	DMOG_AUC48h	DMOG_TotalAUC	siDMOG_0h	siDMOG_4h	siDMOG_8h	siDMOG_12h	siDMOG_16h	siDMOG_20h	siDMOG_24h	siDMOG_28h	siDMOG_32h	siDMOG_36h	siDMOG_40h	siDMOG_44h	siDMOG_48h	siDMOG_Log0h	siDMOG_Log4h	siDMOG_Log8h	siDMOG_Log12h	siDMOG_Log16h	siDMOG_Log20h	siDMOG_Log24h	siDMOG_Log28h	siDMOG_Log32h	siDMOG_Log36h	siDMOG_Log40h	siDMOG_Log44h	siDMOG_Log48h	siDMOG_AUC4h	siDMOG_AUC8h	siDMOG_AUC12h	siDMOG_AUC16h	siDMOG_AUC20h	siDMOG_AUC24h	siDMOG_AUC28h	siDMOG_AUC32h	siDMOG_AUC36h	siDMOG_AUC40h	siDMOG_AUC44h	siDMOG_AUC48h	siDMOG_TotalAUC
Lenvatinib	TA03	1.19029845	1.178644675	1.283856221	1.142624513	1.075127089	1.070070568	1.038356451	0.986044675	0.9139164	0.853590852	0.853705649	0.916611109	0.823143877	0.075655868	0.071382898	0.10851639	0.057903537	0.031459805	0.029412419	0.016346465	-0.006103408	-0.039093529	-0.068750248	-0.068691845	-0.037814884	-0.084524248	0.294077533	0.359798577	0.332839853	0.178726683	0.121744447	0.091517769	0.020486115	-0.090393874	-0.215687554	-0.274884186	-0.213013457	-0.244678263	0.360533642	0.926903007	0.965175982	0.988999438	0.984194579	1.002793619	1.017435552	1.039657731	1.040119304	1.043906284	1.080587294	1.088745878	1.150024678	1.226875359	-0.032965709	-0.015393494	-0.004803955	-0.006919031	0.001211562	0.007506909	0.016890387	0.017083157	0.018661512	0.033659857	0.036926524	0.06070716	0.088800444	-0.096718406	-0.040394898	-0.023445973	-0.011414939	0.017436942	0.048794593	0.067947088	0.071489337	0.104642737	0.141172761	0.195267367	0.299015208	0.773791816
Quercetin	TA04	1.022222845	1.028230887	1.050731557	0.908970978	0.897613103	0.922579427	0.998063694	0.979055976	0.97470677	0.977880711	1.006998147	1.136053858	0.914103324	0.009545582	0.012090645	0.021491776	-0.041449983	-0.046910816	-0.034996234	-0.000841742	-0.009192477	-0.011126017	-0.00971412	0.003028671	0.055398921	-0.039004712	0.043272456	0.067164843	-0.039916414	-0.176721599	-0.163814101	-0.071675953	-0.020068439	-0.04063699	-0.041680276	-0.013370898	0.116855185	0.032788418	-0.307803768	0.945076059	1.003197154	1.013901299	1.057511229	1.052011124	1.085204181	1.114166982	1.131110031	1.151359365	1.169435387	1.206028705	1.236735822	1.307138553	-0.024533238	0.001386291	0.005995679	0.024284988	0.022020332	0.035511458	0.046950284	0.053504854	0.061210898	0.067976231	0.081357645	0.09227694	0.116321624	-0.046293894	0.014763942	0.060561334	0.092610639	0.115063581	0.164923485	0.200910276	0.229431503	0.258374258	0.298667752	0.34726917	0.417197129	2.153479175
Phenformin hydrochloride	TA05	1.184065448	1.17251896	1.161209924	1.080019285	1.089081792	1.114023841	1.093976117	1.059167674	1.080679723	1.094551578	1.173272958	1.15188847	1.019535897	0.073375708	0.069119874	0.064910739	0.03343151	0.037060497	0.046894485	0.039007841	0.024964718	0.033697003	0.039236231	0.069399061	0.061410431	0.008402522	0.284991165	0.268061226	0.196684498	0.140984015	0.167909965	0.171804652	0.127945117	0.117323441	0.145866468	0.217270585	0.261618984	0.139625905	2.240086022	1.090661179	1.12163971	1.13498596	1.182115076	1.193467332	1.200040755	1.208648361	1.226059811	1.284115016	1.315350146	1.310986314	1.347068739	1.358931036	0.037689855	0.049853376	0.054990489	0.072659756	0.076810536	0.079195996	0.082299967	0.088511657	0.108603924	0.119041377	0.117598158	0.129389758	0.133197417	0.175086463	0.209687731	0.255300491	0.298940584	0.312013063	0.322991926	0.341623249	0.394231163	0.455290604	0.47327907	0.493975831	0.52517435	4.257594525
Crizotinib	TA06	1.066001489	1.087808522	1.10572558	1.055763708	1.047029428	1.028073532	1.038285429	1.097593008	1.148344947	1.201694975	1.137314801	1.03574008	0.906697406	0.027757811	0.036552457	0.043647357	0.023566729	0.019958888	0.012024178	0.016316759	0.040441332	0.060072364	0.079794245	0.055880691	0.015250782	-0.042537627	0.128620536	0.160399627	0.134428171	0.087051234	0.063966133	0.056681875	0.113516182	0.201027391	0.279733218	0.271349872	0.142262947	-0.054573689	1.584463499	0.700140195	0.735730193	0.768695684	0.801971504	0.814224806	0.838774811	0.839997912	0.841956216	0.846549614	0.857031188	0.879422886	0.905118734	0.928776881	-0.154814989	-0.133281421	-0.114245557	-0.095841063	-0.089255671	-0.07635462	-0.075721793	-0.074710492	-0.072347584	-0.067003373	-0.055802237	-0.043294446	-0.032088604	-0.57619282	-0.495053957	-0.420173241	-0.370193467	-0.331220582	-0.304152827	-0.300864572	-0.294116153	-0.278701915	-0.24561122	-0.198193365	-0.150766099	-3.965240217
KN-93	TA07	1.147884895	1.152053619	1.177684178	1.07637257	0.948395936	1.151578355	1.15877264	1.143871626	1.177117141	1.078027328	1.015511806	0.995561064	0.920637991	0.059898341	0.061472693	0.07102884	0.031962622	-0.023010316	0.061293493	0.063998232	0.058377287	0.070819684	0.03262977	0.006684977	-0.001932097	-0.035911107	0.242742067	0.265003066	0.205982924	0.017904612	0.076566355	0.250583452	0.24475104	0.258393942	0.206898908	0.078629494	0.00950576	-0.075686409	1.781275212	0.79303767	0.821052706	0.82985353	0.843948338	0.866944858	0.88981804	0.897228337	0.895277393	0.907448948	0.90620327	0.9491612	0.975891584	1.043284581	-0.100706183	-0.085628963	-0.080998554	-0.073684138	-0.062008525	-0.050698794	-0.047097019	-0.048042382	-0.042177798	-0.042774375	-0.022660023	-0.010598427	0.018402789	-0.372670292	-0.333255035	-0.309365384	-0.271385325	-0.225414637	-0.195591625	-0.190278801	-0.180440361	-0.169904347	-0.130868797	-0.066516901	0.015608723	-2.430082782
HTH-01-015	TA08	1.062196654	1.062053113	0.99334696	0.906785969	0.890808013	0.931031354	0.90979567	0.888373303	0.880666535	0.869246104	0.86210794	0.943938394	0.874183704	0.026204929	0.026146236	-0.002899033	-0.042495208	-0.050215885	-0.031035693	-0.041056134	-0.051404501	-0.055188506	-0.060857247	-0.064438355	-0.025056349	-0.058397294	0.104702331	0.046494407	-0.090788483	-0.185422187	-0.162503156	-0.144183655	-0.184921271	-0.213186015	-0.232091507	-0.250591204	-0.178989408	-0.166907285	-1.658387436	0.892687717	0.899571476	0.927928457	0.933755407	0.936997383	0.95837268	0.970779298	0.984533189	1.001178717	1.044074569	1.085073571	1.097200228	1.10997885	-0.049300441	-0.045964324	-0.032485506	-0.02976687	-0.028261622	-0.018465575	-0.012879494	-0.006769639	0.000511609	0.018731518	0.035459186	0.040285889	0.045314704	-0.190529529	-0.156899661	-0.124504754	-0.116056985	-0.093454394	-0.062690137	-0.039298265	-0.01251606	0.038486253	0.108381406	0.151490149	0.171201186	-0.326390792
XL-147	TA09	1.11280294	1.099496743	1.038668505	0.982052512	0.963896955	0.94915308	0.951517204	0.923652066	0.938550668	0.901566505	0.812802688	0.792793896	0.720942492	0.046418264	0.041193947	0.016476963	-0.007865289	-0.015969392	-0.022663739	-0.021583355	-0.034491594	-0.027542277	-0.045002232	-0.090014869	-0.100839702	-0.142099377	0.175224423	0.11534182	0.017223348	-0.047669362	-0.077266261	-0.088494187	-0.112149898	-0.124067742	-0.145089017	-0.270034201	-0.381709142	-0.485878158	-1.424568376	0.873240689	0.917955888	0.960847269	0.958412779	0.978648029	0.998044952	1.004586833	1.020279424	1.037041212	1.051790427	1.075157035	1.077138904	1.148664453	-0.058866036	-0.037178188	-0.01734564	-0.018447404	-0.009373474	-0.000849898	0.001987482	0.008719128	0.015796016	0.021929214	0.031471901	0.032271712	0.060193181	-0.192088449	-0.109047656	-0.071586088	-0.055641757	-0.020446744	0.002275168	0.02141322	0.049030288	0.075450459	0.106802229	0.127487226	0.184929787	0.118577682
Danusertib	TA10	1.302962922	1.292116971	1.256167422	1.302420127	1.085846494	1.060617433	1.060427673	1.009235133	1.008989929	1.038231117	1.047924579	1.143392115	0.994100201	0.114932057	0.111301831	0.099047526	0.114751099	0.035768433	0.025558761	0.025481053	0.003992361	0.003886831	0.016294041	0.020330027	0.058195193	-0.002569838	0.452467776	0.420698713	0.42759725	0.301039065	0.122654389	0.102079628	0.058946826	0.015758384	0.040361745	0.073248136	0.15705044	0.111250709	2.283153061	1.012144453	1.022092791	1.025653098	1.031413645	1.042292998	1.052655689	1.054374085	1.069683931	1.083801503	1.105476238	1.117964159	1.15476358	1.167736489	0.005242499	0.009490325	0.011000496	0.013432873	0.01798982	0.022286342	0.022994723	0.029255472	0.034949749	0.043549412	0.048427881	0.062493078	0.067344851	0.029465649	0.040981643	0.048866737	0.062845386	0.080552324	0.09056213	0.10450039	0.128410441	0.156998322	0.183954585	0.221841918	0.259675859	1.408655383
GSK-2636771	TA11	1.232952634	1.216799943	1.200933746	1.111499472	1.064597726	1.061075886	1.050328888	1.012221152	1.001499926	1.017702718	1.011004765	1.044258322	0.962639432	0.090946393	0.085219181	0.079519049	0.045909261	0.027185534	0.025746445	0.02132531	0.005275408	0.000650922	0.007620934	0.004753202	0.018807945	-0.016536353	0.352331147	0.329476459	0.250856619	0.14618959	0.105863958	0.094143511	0.053201437	0.01185266	0.016543712	0.024748274	0.047122295	0.004543185	1.436872845	0.822364335	0.879364254	0.926382305	0.946380417	0.956395344	0.99023724	1.005118783	1.022586387	1.035790792	1.053474919	1.08453814	1.102540641	1.171232033	-0.084935733	-0.055831192	-0.033209749	-0.023934255	-0.019362547	-0.004260745	0.002217389	0.009700007	0.015272046	0.0226242	0.035244829	0.042394607	0.068642942	-0.28153385	-0.178081883	-0.114288008	-0.086593604	-0.047246584	-0.004086712	0.023834792	0.049944106	0.075792493	0.11573806	0.155278873	0.222075098	-0.06916722
DCC-2618	TA12	1.171963528	1.165981735	1.183140129	1.143410251	1.140014782	1.029135239	0.95485717	0.900828986	0.886714771	0.854920826	0.829524166	0.835241207	0.750025192	0.068914096	0.066691747	0.073036185	0.058202081	0.056910483	0.012472449	-0.020061586	-0.045357648	-0.052216057	-0.068074103	-0.081170957	-0.078188088	-0.124924149	0.271211688	0.279455864	0.262476532	0.230225128	0.138765864	-0.015178274	-0.130838469	-0.19514741	-0.240580321	-0.298490121	-0.31871809	-0.406224474	-0.423042083	0.881684039	0.894603841	0.89888187	0.906733379	0.926261959	0.928405111	0.940005734	0.949001988	0.954800139	0.969545998	0.969733742	0.985415365	0.991906264	-0.054687021	-0.048369242	-0.046297379	-0.042520397	-0.033266172	-0.032262477	-0.026869497	-0.022732878	-0.020087526	-0.013431582	-0.013347493	-0.00638067	-0.003529367	-0.206112525	-0.189333241	-0.177635551	-0.151573137	-0.131057298	-0.118263949	-0.09920475	-0.085640808	-0.067038217	-0.053558149	-0.039456326	-0.019820075	-1.338694027
KX2-391	TB01	1.031966592	1.039144155	1.003905474	0.961397393	1.029338097	0.993332399	0.930522277	0.888289618	0.867063929	0.856384507	0.842044646	0.876481694	0.770057978	0.013665638	0.016675799	0.001692822	-0.01709706	0.012558047	-0.002905399	-0.031273225	-0.051445414	-0.061948881	-0.067331198	-0.074664881	-0.05725715	-0.113476575	0.060682874	0.036737243	-0.030808475	-0.009078026	0.019305295	-0.068357249	-0.165437278	-0.226788589	-0.258560158	-0.283992159	-0.263844062	-0.341467451	-1.531608034	0.966691816	0.974973495	0.986590652	0.993512375	1.005703731	1.019315468	1.030785002	1.031122666	1.066211842	1.077218982	1.09911456	1.260295654	1.417323612	-0.014711958	-0.011007191	-0.005863004	-0.002826719	0.002470061	0.008308615	0.013168091	0.013310334	0.027843502	0.032303998	0.041042961	0.100472439	0.151469022	-0.051438297	-0.033740389	-0.017379446	-0.000713315	0.021557352	0.042953411	0.052956849	0.082307671	0.120294999	0.146693917	0.283030799	0.503882922	1.150406472
Temsirolimus	TB02	1.003612273	0.987847297	0.952418511	0.893349406	0.773351959	0.821933261	0.814128789	0.774980918	0.769186412	0.751272355	0.740114904	0.754555647	0.700989439	0.001565964	-0.005310184	-0.021172172	-0.048978647	-0.11162281	-0.085163445	-0.089306888	-0.110708991	-0.113968396	-0.124202592	-0.13070085	-0.122308726	-0.154288525	-0.007488441	-0.052964713	-0.140301639	-0.321202914	-0.393572509	-0.348940665	-0.400031757	-0.449354774	-0.476341976	-0.509806884	-0.506019153	-0.553194503	-4.159219928	0.869038554	0.908960486	1.02926719	1.087192086	1.105723964	1.193296188	1.296926053	1.299174222	1.306846928	1.308791709	1.313709357	1.328435795	1.371511867	-0.060960956	-0.041454996	0.012528129	0.036306282	0.043646722	0.076748253	0.112915215	0.113667395	0.116224721	0.116870535	0.118499293	0.123340569	0.13719957	-0.204831904	-0.057853734	0.097668823	0.159906009	0.240789951	0.379326936	0.453165219	0.459784232	0.466190513	0.470739657	0.483679725	0.521080278	3.469645703
SGX-523	TB03	1.112680736	1.090954535	0.917738178	0.84353403	0.823431376	0.79317272	0.772504065	0.739512761	0.734255191	0.74339017	0.776106558	0.772123626	0.703455768	0.046370569	0.037806652	-0.037281201	-0.073897392	-0.084372589	-0.100632231	-0.112099227	-0.131054327	-0.134152974	-0.128783186	-0.110078647	-0.112313158	-0.152763205	0.168354442	0.001050901	-0.222357187	-0.316539962	-0.37000964	-0.425462915	-0.486307108	-0.530414604	-0.525872321	-0.477723666	-0.444783611	-0.530152727	-4.160218396	1.005933829	1.021616311	1.08083802	1.197762608	1.240188675	1.271125508	1.311363878	1.335896214	1.371327731	1.40696874	1.431402018	1.447043872	1.473499238	0.002569413	0.009287818	0.033760613	0.078370751	0.093487761	0.104188434	0.117723217	0.125772719	0.137141258	0.148284448	0.155761625	0.160481698	0.168349916	0.023714463	0.086096863	0.224262729	0.343717025	0.39535239	0.443823301	0.486991871	0.525827955	0.570851414	0.608092147	0.632486647	0.657663228	4.998880033
CNX-774	TB04	1.162493184	1.081779974	0.958087856	0.883698709	0.909455422	0.925964287	0.847255423	0.816757206	0.832304572	0.805483612	0.826496598	0.829770595	0.740738824	0.065390415	0.034138937	-0.018594665	-0.053695779	-0.041218584	-0.033405763	-0.071985643	-0.087907025	-0.07971772	-0.093943291	-0.08275893	-0.08104196	-0.130334892	0.199058705	0.031088546	-0.144580888	-0.189828726	-0.149248693	-0.210782812	-0.319785336	-0.33524949	-0.347322022	-0.353404442	-0.327601779	-0.422753704	-2.570410639	1.217856566	1.256981676	1.292654567	1.317809836	1.344112309	1.363578657	1.395938453	1.414582787	1.423166212	1.439239007	1.457289279	1.473408696	1.60864685	0.085596142	0.099328947	0.111482485	0.119852745	0.128435558	0.134680195	0.144866271	0.150628369	0.153255624	0.158132921	0.16354577	0.168323229	0.206460713	0.369850177	0.421622863	0.462670459	0.496576606	0.526231506	0.559092931	0.59098928	0.607767987	0.622777091	0.643357382	0.663737997	0.749567883	6.714242163
Pexidartinib	TB05	1.122998533	1.12006781	1.254944764	1.136691571	1.077276813	1.001076298	0.963098534	0.908544318	0.866596288	0.815618068	0.77698147	0.793190937	0.700924746	0.050379189	0.049244316	0.098624611	0.05564264	0.032327312	0.000467179	-0.016329278	-0.041653883	-0.062183176	-0.088513162	-0.109589338	-0.100622257	-0.154328607	0.19924701	0.295737854	0.308534501	0.175939904	0.065588982	-0.031724199	-0.115966323	-0.207674118	-0.301392675	-0.396205001	-0.42042319	-0.509901728	-0.938238982	0.956504458	0.97744766	0.988032221	0.998368562	1.001602596	1.027382925	1.089234753	1.101565751	1.069940618	1.056147783	1.048498764	1.044582233	1.041364409	-0.019313002	-0.009906489	-0.005228892	-0.000709103	0.000695441	0.011732344	0.037121489	0.042010425	0.029359675	0.023724692	0.020567923	0.018942635	0.017602731	-0.058438981	-0.030270762	-0.011875991	-2.73232E-05	0.02485557	0.097707666	0.158263828	0.142740199	0.106168733	0.088585229	0.079021115	0.073090731	0.669820015
KN-62	TB06	1.112709886	1.158636127	1.036264853	0.988522304	1.058109531	1.172551081	1.137052154	0.871227223	0.831698447	0.792037173	0.736331817	0.752567848	0.703986197	0.046381947	0.063947066	0.015470768	-0.005013527	0.024530626	0.069131771	0.055780385	-0.059868563	-0.080034109	-0.101254435	-0.132926433	-0.12345434	-0.152435856	0.220658025	0.158835669	0.020914482	0.039034198	0.187324795	0.249824313	-0.008176355	-0.279805344	-0.362577089	-0.468361736	-0.512761546	-0.551780392	-1.30687098	0.905049144	0.926009082	0.930659	0.941945929	0.94931109	0.952712406	0.951126671	0.953516747	0.964527817	0.974765478	0.983668855	0.996107177	1.022489277	-0.043327838	-0.033384754	-0.031209418	-0.025974027	-0.022591446	-0.021038179	-0.02176164	-0.020671675	-0.015685243	-0.01109986	-0.007151079	-0.001693931	0.009658762	-0.153425184	-0.129188345	-0.11436689	-0.097130944	-0.08725925	-0.085599639	-0.08486663	-0.072713835	-0.053570206	-0.036501878	-0.01769002	0.015929663	-0.916383157
TCS PIM-1 1	TB07	1.139826112	1.085259297	0.940967897	0.76761734	0.724252648	0.830340774	0.876546112	0.838084646	0.840914263	0.830781529	0.817849376	0.842254155	0.757768285	0.056838602	0.035533515	-0.026425193	-0.114855223	-0.140109908	-0.080743635	-0.057225232	-0.076712116	-0.075248281	-0.080513168	-0.087326673	-0.074556838	-0.120463575	0.184744234	0.018216644	-0.282560833	-0.509930263	-0.441707087	-0.275937735	-0.267874696	-0.303920794	-0.311522898	-0.335679682	-0.323767022	-0.390040826	-3.239980961	1.057259951	1.08590266	1.103191629	1.196759093	1.200223564	1.206977756	1.215833241	1.227844331	1.238363288	1.254173217	1.246826946	1.324667908	1.351927739	0.024181781	0.035790897	0.042650958	0.078006736	0.079262149	0.081699266	0.084874013	0.089143309	0.092848069	0.098357522	0.09580618	0.122107015	0.130953479	0.119945357	0.156883709	0.241315387	0.31453777	0.321922831	0.333146558	0.348034645	0.363982756	0.382411182	0.388327403	0.435826389	0.506120988	3.912454975
AZD-9291	TB08	1.147555146	1.089119893	1.024486292	0.97368852	0.830328469	0.861888722	0.881599528	0.840769499	0.867112948	0.850371546	0.794543135	0.825830143	0.732746343	0.059773565	0.037075691	0.010506152	-0.01157995	-0.080750071	-0.064548802	-0.054728651	-0.075323052	-0.061924329	-0.07039128	-0.09988252	-0.083109269	-0.13504634	0.193698511	0.095163685	-0.002147597	-0.184660044	-0.290597747	-0.238554906	-0.260103406	-0.274494761	-0.264631217	-0.340547601	-0.365983579	-0.436311219	-2.369169882	0.721877967	0.759589604	0.82135896	0.833481925	0.842414185	0.848254693	0.843039033	0.85108739	0.855752405	0.868653961	0.933582222	1.003250823	1.028032532	-0.141536213	-0.119420988	-0.085467001	-0.079103814	-0.074474329	-0.071473729	-0.074152317	-0.070025844	-0.067651872	-0.061153196	-0.029847427	0.001409525	0.012006858	-0.521914402	-0.409775977	-0.32914163	-0.307156286	-0.291896116	-0.291252092	-0.288356322	-0.275355431	-0.257610135	-0.182001245	-0.056875805	0.026832766	-3.184502675
Decernotinib (VX-509)	TB09	1.022134529	1.024115889	0.986197894	0.934612206	0.996422374	1.093282222	1.12315431	1.023249573	0.960939148	0.940616548	0.825373048	0.832013726	0.758145954	0.00950806	0.010349104	-0.006035929	-0.029368551	-0.001556529	0.038732286	0.050439428	0.009981572	-0.017304113	-0.026587385	-0.083349717	-0.079869509	-0.120247178	0.039714328	0.00862635	-0.070808961	-0.061850161	0.074351514	0.178343428	0.120842	-0.014645083	-0.087782997	-0.219874204	-0.326438452	-0.400233375	-0.759755613	1.032836044	1.040719172	1.049736226	1.066990296	1.082843457	1.079635906	1.098515804	1.112222284	1.119315551	1.126346691	1.127702433	1.133932835	1.149182127	0.014031386	0.017333555	0.021080185	0.02816047	0.034565677	0.03327732	0.040806309	0.046191592	0.048952538	0.051672088	0.052194517	0.054587331	0.060388863	0.062729881	0.07682748	0.098481309	0.125452293	0.135685993	0.148167258	0.173995803	0.19028826	0.20124925	0.20773321	0.213563697	0.229952388	1.864126822
Fasudil (HA-1077) hydrochloride	TB10	1.210908515	1.186013567	0.902775645	0.851393498	0.87775642	0.941496033	1.046713138	0.930800918	0.82998536	0.805076457	0.777458741	0.791314007	0.654259481	0.083111333	0.074089657	-0.044420166	-0.069869671	-0.056625985	-0.026181506	0.019827675	-0.031143197	-0.080929568	-0.094162873	-0.109322649	-0.101651147	-0.184249975	0.31440198	0.059338982	-0.228579673	-0.252991312	-0.165614982	-0.01270766	-0.022631043	-0.22414553	-0.350184883	-0.406971045	-0.421947592	-0.571802244	-2.283835003	1.117886832	1.137236985	1.193098832	1.20593237	1.206869377	1.21919971	1.223749491	1.227688643	1.23101583	1.23727206	1.240842492	1.252366731	1.258852489	0.04839784	0.055850975	0.076676421	0.081322953	0.081660268	0.086074851	0.087692524	0.089088238	0.090263638	0.092465206	0.093716657	0.097731522	0.099974843	0.208497632	0.265054792	0.315998747	0.325966441	0.335470237	0.34753475	0.353561525	0.358703752	0.365457687	0.372363726	0.382896359	0.39541273	4.026918376
AP26113	TB11	1.203163334	1.208635348	1.289645311	1.162207256	1.088266774	1.109456258	1.04432264	0.891494788	0.801476253	0.861845696	0.845773805	0.910769494	0.839016057	0.080324588	0.082295292	0.110470283	0.065283583	0.03673537	0.045110184	0.018834693	-0.049881192	-0.096109341	-0.064570483	-0.07274577	-0.040591524	-0.076229728	0.32523976	0.38553115	0.351507732	0.204037905	0.163691108	0.127889755	-0.062092997	-0.291981065	-0.321359647	-0.274632505	-0.226674588	-0.233642504	0.147514103	1.076539147	1.0936483	1.101708837	1.107124857	1.130036117	1.141350592	1.152127438	1.152741549	1.159767242	1.169189417	1.177017203	1.188632823	1.196576051	0.032029827	0.038877682	0.042066833	0.044196602	0.053092324	0.057419068	0.06150052	0.061731947	0.064370838	0.067884876	0.07078281	0.075047719	0.077940306	0.141815018	0.16188903	0.172526869	0.194577851	0.221022785	0.237839176	0.246464933	0.25220557	0.264511427	0.277335372	0.291661058	0.30597605	2.767825141
LJH685	TB12	1.132981947	1.124447607	1.151969195	0.846155024	0.877963182	0.904006422	0.916700527	0.890758391	0.966171425	0.873598681	0.843317711	0.84798255	0.755390015	0.05422299	0.050939225	0.061440866	-0.072550063	-0.056523696	-0.043828484	-0.037772519	-0.050240078	-0.014945811	-0.05868803	-0.074008779	-0.071613085	-0.12182876	0.210324429	0.22476018	-0.022218394	-0.258147518	-0.200704361	-0.163202007	-0.176025194	-0.130371778	-0.147267683	-0.265393618	-0.291243727	-0.38688369	-1.606373359	0.893420633	0.898613628	0.929533092	0.963247268	0.980080252	0.994114593	1.001093137	1.01009144	1.019712727	1.031227912	1.042176679	1.050626948	1.058212152	-0.048944022	-0.046426999	-0.031735144	-0.016262214	-0.008738361	-0.002563551	0.000474484	0.004360691	0.00847784	0.013354659	0.017941351	0.021448536	0.024572744	-0.190742043	-0.156324288	-0.095994717	-0.050001151	-0.022603825	-0.004178134	0.00967035	0.025677061	0.043664998	0.06259202	0.078779773	0.092042561	-0.207417394
T5601640	TC01	1.236569948	1.231553173	0.942406021	0.906259904	0.932842344	1.028982794	1.083004443	0.910031068	0.833943947	0.800014545	0.743638989	0.786938143	0.706707466	0.092218688	0.090453167	-0.025761948	-0.042747234	-0.030191748	0.012408113	0.034630238	-0.040943781	-0.078863139	-0.096902117	-0.128637848	-0.104059404	-0.150760321	0.36534371	0.129382439	-0.137018364	-0.145877965	-0.035567271	0.094076702	-0.012627085	-0.23961384	-0.351530513	-0.451079931	-0.465394504	-0.509639449	-1.75954607	0.909069468	0.952250806	0.991607578	1.01808138	1.075742499	1.133749904	1.160051971	1.169222806	1.178575818	1.210631767	1.230498819	1.261234789	1.364393805	-0.041402928	-0.021248651	-0.003660163	0.007782495	0.031708326	0.054517263	0.064477446	0.067897278	0.071357526	0.083012066	0.090081201	0.100795942	0.134939739	-0.125303159	-0.049817628	0.008244663	0.078981642	0.17245118	0.237989419	0.264749448	0.278509608	0.308739183	0.346186534	0.381754285	0.471471361	2.373956536
Pelitinib	TC02	0.928765164	0.974299741	0.956208078	0.888820731	0.963616928	1.031308268	1.085291304	0.959409704	0.920415413	0.886392472	0.861949557	0.865625698	0.779627692	-0.032094082	-0.011307413	-0.019447592	-0.051185824	-0.016095579	0.0133885	0.035546323	-0.017995893	-0.036016117	-0.052373941	-0.064518149	-0.062669859	-0.108112743	-0.086802991	-0.061510009	-0.141266832	-0.134562807	-0.00541416	0.097869645	0.03510086	-0.108024021	-0.176780117	-0.23378418	-0.254376017	-0.341565205	-1.411115833	1.006252142	1.014106941	1.034039404	1.039799981	1.052476383	1.066930263	1.087928488	1.100253745	1.116849001	1.1378388	1.172542087	1.209818601	1.24244681	0.002706818	0.006083755	0.014537089	0.016949805	0.022212359	0.028136034	0.036600349	0.041492855	0.04799446	0.056080739	0.06912844	0.082720258	0.094277805	0.017581146	0.041241688	0.062973788	0.078324329	0.100696786	0.129472766	0.156186409	0.178974631	0.208150398	0.250418358	0.303697395	0.353996126	1.881713821
BI 2536	TC03	0.931611589	0.964335162	0.995107568	0.96045653	0.884575909	0.879007549	0.881893377	0.836977513	0.842067072	0.829424802	0.84135195	0.944831583	0.730577697	-0.030765118	-0.015771998	-0.002129971	-0.017522286	-0.053264893	-0.056007395	-0.054583919	-0.07728621	-0.074653315	-0.081222982	-0.075022294	-0.024645598	-0.13633359	-0.09307423	-0.035803937	-0.039304515	-0.141574358	-0.218544576	-0.221182628	-0.263740258	-0.30387905	-0.311752594	-0.312490553	-0.199335785	-0.321958376	-2.462640859	0.974632114	1.02361323	1.045752732	1.053050654	1.069465087	1.077120043	1.085062652	1.093679616	1.103583385	1.123909114	1.137035239	1.162580779	1.19331903	-0.011159283	0.01013589	0.019429008	0.022449262	0.029166611	0.032264107	0.035454815	0.038890118	0.042805153	0.050731193	0.055773925	0.065423138	0.076756566	-0.002046785	0.059129797	0.08375654	0.103231747	0.122861438	0.135437845	0.148689866	0.163390542	0.187072693	0.213010235	0.242394126	0.28435941	1.741287454
TSU-68	TC04	1.149673614	1.131678543	1.103352411	1.034361221	1.079901399	1.120836989	1.000838706	0.94938605	0.885838363	0.88051036	0.852285284	0.836136808	0.738785627	0.060574564	0.053723082	0.042714248	0.01467223	0.033384104	0.049542455	0.000364093	-0.022557154	-0.052645516	-0.05526553	-0.06941501	-0.077722658	-0.131481562	0.228595291	0.19287466	0.114772957	0.096112668	0.165853117	0.099813095	-0.044386122	-0.150405339	-0.215822091	-0.24936108	-0.294275336	-0.41840844	-0.474636621	0.923303092	0.926868679	0.928286188	0.931897663	0.941245899	0.951003243	0.96471298	0.969483935	0.973523464	0.994552692	1.001241039	1.022301336	1.076649669	-0.03465571	-0.032981793	-0.032318111	-0.030631777	-0.026296903	-0.021818002	-0.015601878	-0.013459383	-0.011653577	-0.002372203	0.000538642	0.009578928	0.032074411	-0.135275007	-0.13059981	-0.125899778	-0.113857361	-0.09622981	-0.07483976	-0.058122522	-0.050225919	-0.028051559	-0.003667121	0.020235141	0.083306679	-0.713226826
